5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,2.030000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
4.562000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
5.738000000000000000e+03,1.138000000000000000e+03
