3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
2.940000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,9.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
3.450000000000000000e+02,8.900000000000000000e+01
